"","year","state","event_type","fscale","total_economic_cost","lat","lng","casualties"
"21553",2011,"MS","TORNADO",1,0.003,32.03,-89.45,0
"21554",2011,"AR","TORNADO",1,0.175,34.32,-92.15,0
"21555",2011,"AR","TORNADO",3,21,34.35,-93.02,21
"21556",2011,"AR","TORNADO",1,2,34.38,-92.57,0
"21557",2011,"AR","TORNADO",1,0.8,34.48,-92.36,0
"21558",2011,"SC","TORNADO",1,0.18,34.28,-79.24,3
"21559",2011,"VA","TORNADO",0,0.004,39.06,-77.38,0
"21560",2011,"NC","TORNADO",1,0.02,36.27,-77.37,0
"21561",2011,"NC","TORNADO",1,0.04,36.06,-75.49,0
"21562",2011,"NC","TORNADO",2,1.6,36.14,-76.46,0
"21563",2011,"IA","TORNADO",2,0.05,42.19,-95.24,0
"21564",2011,"AR","TORNADO",1,38.5,34.45,-92.22,4
"21565",2011,"AR","TORNADO",1,0.45,34.36,-92.09,1
"21566",2011,"AR","TORNADO",1,0.6,34.28,-92.28,0
"21567",2011,"MS","TORNADO",1,0.03,32.13,-89.19,0
"21568",2011,"MS","TORNADO",0,0.001,33.09,-89.36,0
"21569",2011,"MS","TORNADO",1,0.06,32,-89.16,0
"21570",2011,"KY","TORNADO",1,0.01,37.23,-82.38,0
"21571",2011,"OK","TORNADO",0,0,36.36,-96,0
"21572",2011,"OK","TORNADO",1,0,36.45,-95.48,0
"21573",2011,"OK","TORNADO",1,0.02,36.46,-95.48,0
"21574",2011,"MS","TORNADO",1,0.51,33.01,-90.02,0
"21575",2011,"MS","TORNADO",1,0.125,32.34,-89.39,0
"21576",2011,"MS","TORNADO",2,0.035,33.07,-89.46,2
"21577",2011,"MS","TORNADO",1,0.4,32.28,-89.53,0
"21578",2011,"TX","TORNADO",0,0,32.4,-99.07,0
"21579",2011,"AR","TORNADO",2,5,34.3,-93.18,10
"21580",2011,"AR","TORNADO",1,0,35.49,-93.31,0
"21581",2011,"AR","TORNADO",0,0,36.17,-94.33,0
"21582",2011,"AR","TORNADO",0,0,36.18,-94.22,0
"21583",2011,"TX","TORNADO",0,0.035,33.36,-95.55,0
"21584",2011,"TN","TORNADO",1,0.086,35.24,-87.19,1
"21585",2011,"OH","TORNADO",0,0,40.43,-84.24,0
"21586",2011,"OH","TORNADO",1,0,40.51,-84.04,0
"21587",2011,"OK","TORNADO",0,0,35.36,-96.26,0
"21588",2011,"OK","TORNADO",0,0,36.16,-94.48,0
"21589",2011,"OK","TORNADO",0,0,36.37,-95.58,0
"21590",2011,"OK","TORNADO",1,0,35.35,-96.16,0
"21591",2011,"OK","TORNADO",0,0,35.37,-96.11,0
"21592",2011,"NC","TORNADO",1,0.03,36.18,-76.42,0
"21593",2011,"MS","TORNADO",0,0.002,31.48,-90.22,0
"21594",2011,"OK","TORNADO",2,0.025,36.27,-96.23,0
"21595",2011,"AL","TORNADO",2,2.5,33.31,-87.4,0
"21596",2011,"GA","TORNADO",0,0.03,33.12,-83.51,0
"21597",2011,"KY","TORNADO",1,0,36.44,-86.38,0
"21598",2011,"KY","TORNADO",1,0.035,38.15,-84.27,0
"21599",2011,"GA","TORNADO",2,0.1,34.42,-83.51,0
"21600",2011,"GA","TORNADO",3,5,34.49,-83.36,1
"21601",2011,"IN","TORNADO",0,0,38.44,-85.4,0
"21602",2011,"GA","TORNADO",0,0.25,33.08,-85.05,0
"21603",2011,"GA","TORNADO",3,0.15,33.21,-84.16,0
"21604",2011,"OK","TORNADO",0,0,35.34,-96.25,0
"21605",2011,"OK","TORNADO",0,0,34.27,-95.46,0
"21606",2011,"OK","TORNADO",1,0,34.33,-95.4,0
"21607",2011,"IN","TORNADO",2,0,38.19,-86.52,0
"21608",2011,"IN","TORNADO",1,0,38.28,-86.36,0
"21609",2011,"GA","TORNADO",1,1,33.13,-83.18,0
"21610",2011,"OK","TORNADO",1,0.02,34.2,-96.04,0
"21611",2011,"NY","TORNADO",1,0.005,43.12,-75.34,0
"21612",2011,"AL","TORNADO",1,1.5,31.14,-86.42,0
"21613",2011,"AL","TORNADO",4,1000,34.39,-87.04,49
"21614",2011,"AL","TORNADO",1,0.065,33.27,-86.47,0
"21615",2011,"OK","TORNADO",2,0.1,36.22,-94.52,3
"21616",2011,"MS","TORNADO",1,0,32.25,-90.04,0
"21617",2011,"MS","TORNADO",1,0.006,32.25,-90.03,0
"21618",2011,"IN","TORNADO",1,0,38.26,-86.36,0
"21619",2011,"IN","TORNADO",0,0,38.38,-86.04,0
"21620",2011,"IN","TORNADO",0,0,38.41,-85.46,0
"21621",2011,"IN","TORNADO",1,0.045,39.54,-87.28,0
"21622",2011,"AL","TORNADO",3,19.5,33.57,-86.47,10
"21623",2011,"IN","TORNADO",1,0,38.18,-86.5,0
"21624",2011,"IN","TORNADO",2,0,38.36,-86.4,0
"21625",2011,"KY","TORNADO",2,0,37.33,-86.14,0
"21626",2011,"KY","TORNADO",0,0,37.33,-86.14,0
"21627",2011,"TX","TORNADO",0,0,31.47,-96.29,0
"21628",2011,"IN","TORNADO",0,0,38.54,-85.22,0
"21629",2011,"MS","TORNADO",1,0.26,33.1,-89.01,0
"21630",2011,"MS","TORNADO",3,1,33.56,-88.43,1
"21631",2011,"MS","TORNADO",3,8,32.17,-90.22,10
"21632",2011,"KY","TORNADO",0,0,38.22,-84.22,0
"21633",2011,"MS","TORNADO",1,0.05,33.17,-88.32,0
"21634",2011,"GA","TORNADO",2,10,32.58,-85.01,6
"21635",2011,"AL","TORNADO",3,11.2,34.1,-88.11,107
"21636",2011,"GA","TORNADO",3,15,34.16,-84.52,25
"21637",2011,"IN","TORNADO",1,0,38.48,-85.21,0
"21638",2011,"GA","TORNADO",1,1.5,33.12,-85,1
"21639",2011,"TN","TORNADO",0,0.015,35.22,-88.59,0
"21640",2011,"IN","TORNADO",1,0,38.19,-85.43,0
"21641",2011,"MS","TORNADO",1,0.3,33.08,-88.31,0
"21642",2011,"TN","TORNADO",0,0.007,36.15,-87.04,0
"21643",2011,"KY","TORNADO",0,0,37.54,-86.25,0
"21644",2011,"KY","TORNADO",0,0,37.57,-86.21,0
"21645",2011,"KY","TORNADO",1,0,38.24,-85.24,0
"21646",2011,"IN","TORNADO",0,0,38.2,-86.57,0
"21647",2011,"IN","TORNADO",1,0,38.25,-87.02,0
"21648",2011,"IN","TORNADO",0,0,38.28,-86.55,0
"21649",2011,"IN","TORNADO",0,0,38.19,-85.43,0
"21650",2011,"MS","TORNADO",3,12,32.42,-88.55,5
"21651",2011,"KY","TORNADO",3,1,36.39,-87.3,0
"21652",2011,"GA","TORNADO",2,0,34.47,-83.4,0
"21653",2011,"KY","TORNADO",0,0,38.11,-84.54,0
"21654",2011,"LA","TORNADO",1,0.36,32.54,-92,1
"21655",2011,"GA","TORNADO",1,1,33.25,-82.45,0
"21656",2011,"AR","TORNADO",1,0.5,35.49,-93.31,0
"21657",2011,"VA","TORNADO",0,0.006,37.54,-79.12,0
"21658",2011,"KY","TORNADO",1,0,37.15,-85.3,0
"21659",2011,"NC","TORNADO",0,0.033,34.3,-78.11,0
"21660",2011,"AR","TORNADO",1,0.05,33.49,-93.07,0
"21661",2011,"LA","TORNADO",2,4,31.54,-91.3,1
"21662",2011,"OK","TORNADO",1,0.008,34.37,-96.33,0
"21663",2011,"OK","TORNADO",1,0,34.07,-96.47,0
"21664",2011,"OK","TORNADO",1,0.03,34.31,-95.49,0
"21665",2011,"MS","TORNADO",1,0.75,32.32,-89.42,0
"21666",2011,"OK","TORNADO",3,0,34.17,-96.15,42
"21667",2011,"OK","TORNADO",1,0.01,34.2,-96.13,0
"21668",2011,"OK","TORNADO",1,0.01,34.3,-95.43,0
"21669",2011,"OK","TORNADO",1,0.05,34.31,-95.44,0
"21670",2011,"NC","TORNADO",1,0,35.43,-80.3,0
"21671",2011,"IN","TORNADO",1,0.08,40.21,-86.54,0
"21672",2011,"IN","TORNADO",0,0.015,40.28,-86.45,0
"21673",2011,"TX","TORNADO",1,0.25,32.59,-96.06,0
"21674",2011,"TX","TORNADO",2,0.1,30.12,-102.26,0
"21675",2011,"AR","TORNADO",1,0.025,34.55,-91.43,0
"21676",2011,"NC","TORNADO",0,0,35.46,-80.28,0
"21677",2011,"TN","TORNADO",1,0.045,36.27,-85.42,0
"21678",2011,"TX","TORNADO",0,0,32.09,-97.08,0
"21679",2011,"TN","TORNADO",0,0.03,36,-85.06,0
"21680",2011,"TN","TORNADO",0,0.001,35,-87.54,0
"21681",2011,"TX","TORNADO",0,0,32.34,-99.54,0
"21682",2011,"NC","TORNADO",1,1,36.24,-80.34,0
"21683",2011,"NC","TORNADO",0,0.012,34.4,-78,0
"21684",2011,"TX","TORNADO",0,0,31.58,-98.44,0
"21685",2011,"MS","TORNADO",2,1,32.41,-88.59,0
"21686",2011,"AR","TORNADO",1,0.7,34.57,-92.49,0
"21687",2011,"NC","TORNADO",0,0,35,-80.34,0
"21688",2011,"KY","TORNADO",1,0,37.22,-86.33,0
"21689",2011,"KY","TORNADO",1,0,37.25,-86.29,0
"21690",2011,"KY","TORNADO",1,0,36.42,-85.36,0
"21691",2011,"VA","TORNADO",2,0.7,36.32,-78.52,4
"21692",2011,"AL","TORNADO",1,0,34.22,-86.18,0
"21693",2011,"AR","TORNADO",2,125,34.52,-92.1,4
"21694",2011,"AR","TORNADO",1,0.35,34.31,-92.01,0
"21695",2011,"AR","TORNADO",1,1.75,34.31,-91.54,0
"21696",2011,"KY","TORNADO",1,0,36.39,-85.1,0
"21697",2011,"MS","TORNADO",0,0.025,33.06,-89.51,0
"21698",2011,"AR","TORNADO",1,1,35.03,-91.56,0
"21699",2011,"MS","TORNADO",1,0.003,33.17,-89.36,0
"21700",2011,"AR","TORNADO",1,0.02,34.18,-94.2,0
"21701",2011,"AR","TORNADO",1,0.015,35.1,-92.09,0
"21702",2011,"AL","TORNADO",3,6.88,32.5,-88.21,0
"21703",2011,"AL","TORNADO",1,3.7,33.22,-86.45,0
"21704",2011,"MS","TORNADO",2,0.325,33.22,-89.27,0
"21705",2011,"LA","TORNADO",2,0.235,31.5,-92,0
"21706",2011,"KY","TORNADO",0,0,36.48,-85.08,0
"21707",2011,"MS","TORNADO",1,0.005,33.13,-89.48,0
"21708",2011,"MS","TORNADO",1,0.12,32.54,-90.24,0
"21709",2011,"AL","TORNADO",1,0,34.49,-85.37,0
"21710",2011,"VA","TORNADO",3,0.25,37.09,-76.42,0
"21711",2011,"VA","TORNADO",3,0.015,37.13,-76.37,0
"21712",2011,"VA","TORNADO",0,0.001,37.43,-77.48,0
"21713",2011,"AL","TORNADO",0,0.015,33.25,-86.44,0
"21714",2011,"MS","TORNADO",2,1.2,33.27,-89.22,5
"21715",2011,"AL","TORNADO",3,5.5,34.01,-87.56,0
"21716",2011,"AL","TORNADO",2,2.98,32.39,-87.47,0
"21717",2011,"AR","TORNADO",1,0.025,35.11,-92.07,0
"21718",2011,"TX","TORNADO",0,0,32.28,-99.22,0
"21719",2011,"NY","TORNADO",1,0.05,42.42,-75.24,0
"21720",2011,"NY","TORNADO",1,0.15,42.12,-77.12,0
"21721",2011,"AL","TORNADO",0,0,34.4,-86.55,0
"21722",2011,"MS","TORNADO",3,3.7,33.31,-89.09,15
"21723",2011,"AL","TORNADO",1,0,34.15,-86.21,0
"21724",2011,"AL","TORNADO",1,0,34.15,-86.27,0
"21725",2011,"AL","TORNADO",0,0,34.15,-86.27,0
"21726",2011,"AL","TORNADO",2,2.5,33.01,-87.56,0
"21727",2011,"KY","TORNADO",1,0.1,37.1,-88.03,0
"21728",2011,"AL","TORNADO",2,0.2,31.37,-87.15,0
"21729",2011,"OK","TORNADO",0,0,34.09,-96.39,0
"21730",2011,"AR","TORNADO",1,0.005,34.53,-92.27,0
"21731",2011,"AR","TORNADO",1,0.3,34.53,-92.27,1
"21732",2011,"AL","TORNADO",2,3.91,32.26,-88.19,0
"21733",2011,"AL","TORNADO",1,0.04,34.12,-86.24,0
"21734",2011,"AL","TORNADO",4,0,34.49,-85.37,5
"21735",2011,"MS","TORNADO",1,0.025,33,-89.24,0
"21736",2011,"MS","TORNADO",2,0.5,33.04,-89.58,0
"21737",2011,"MS","TORNADO",2,0.8,33,-89.48,0
"21738",2011,"WI","TORNADO",1,0.2,44.37,-91.11,0
"21739",2011,"WI","TORNADO",1,0.25,44.41,-91.08,0
"21740",2011,"NY","TORNADO",2,0.575,42.1,-76.42,0
"21741",2011,"NY","TORNADO",1,0.125,42.22,-76.31,0
"21742",2011,"AL","TORNADO",2,0,34.24,-85.43,0
"21743",2011,"AL","TORNADO",1,0.105,33.4,-86.34,0
"21744",2011,"AL","TORNADO",1,0,34.43,-86.47,0
"21745",2011,"MS","TORNADO",2,1.4,33.39,-89.01,0
"21746",2011,"MS","TORNADO",1,0.235,33.03,-89.15,0
"21747",2011,"AL","TORNADO",1,0,34.16,-86.23,0
"21748",2011,"AL","TORNADO",4,122,33.49,-86.03,33
"21749",2011,"AL","TORNADO",1,0,34.47,-86.46,0
"21750",2011,"AL","TORNADO",2,0,34.39,-85.46,0
"21751",2011,"AL","TORNADO",1,0,34.36,-85.34,0
"21752",2011,"AL","TORNADO",4,200,33.4,-86.31,43
"21753",2011,"IL","TORNADO",0,0.225,40.18,-87.42,0
"21754",2011,"AL","TORNADO",1,4,33.57,-85.44,2
"21755",2011,"TN","TORNADO",3,0,35,-86.19,0
"21756",2011,"MS","TORNADO",1,0.06,33.42,-89.37,0
"21757",2011,"IL","TORNADO",1,0.14,39.49,-87.39,0
"21758",2011,"AR","TORNADO",1,0.2,34.3,-93.59,0
"21759",2011,"AL","TORNADO",2,0.6,34.18,-87.55,0
"21760",2011,"GA","TORNADO",1,1,34.51,-85.31,0
"21761",2011,"AR","TORNADO",1,0.05,34.32,-93.55,0
"21762",2011,"AR","TORNADO",1,0.025,34.17,-93.3,0
"21763",2011,"AL","TORNADO",3,6.6,33.36,-87.3,4
"21764",2011,"GA","TORNADO",0,0.015,33.15,-83.15,0
"21765",2011,"MO","TORNADO",0,0,37.1,-89.42,0
"21766",2011,"IN","TORNADO",1,0.08,38.1,-87.28,0
"21767",2011,"MS","TORNADO",1,1,31.22,-90.21,0
"21768",2011,"AR","TORNADO",1,0.04,34.18,-93.28,0
"21769",2011,"AR","TORNADO",1,0.1,34.2,-93.26,0
"21770",2011,"IN","TORNADO",1,0.05,38.12,-87.25,0
"21771",2011,"AL","TORNADO",4,115,33.38,-87.25,49
"21772",2011,"IL","TORNADO",1,0.36,40.22,-87.35,0
"21773",2011,"AR","TORNADO",1,0,33,-91.55,0
"21774",2011,"AL","TORNADO",1,0.081,33.31,-87.42,0
"21775",2011,"MS","TORNADO",1,0.015,32.03,-89.43,0
"21776",2011,"KY","TORNADO",1,0,37.36,-85.52,0
"21777",2011,"AR","TORNADO",1,0.5,34.43,-93.06,0
"21778",2011,"AR","TORNADO",1,0.075,34.22,-93.24,0
"21779",2011,"AR","TORNADO",1,0.05,34.24,-93.23,0
"21780",2011,"AR","TORNADO",1,0.2,34.14,-93.42,0
"21781",2011,"IL","TORNADO",1,0.09,39.33,-89.27,0
"21782",2011,"IL","TORNADO",0,0.095,39.22,-89.3,0
"21783",2011,"IL","TORNADO",1,0.06,39.34,-89.16,0
"21784",2011,"GA","TORNADO",1,0.25,34.1,-85.02,0
"21785",2011,"MS","TORNADO",1,0.3,32.04,-88.31,0
"21786",2011,"KY","TORNADO",1,0,37.05,-86.41,0
"21787",2011,"AR","TORNADO",2,52,34.55,-92.23,19
"21788",2011,"AR","TORNADO",1,0.3,35.1,-92.07,0
"21789",2011,"AR","TORNADO",1,0.1,35.12,-92.28,0
"21790",2011,"MS","TORNADO",1,500,31.22,-90.14,0
"21791",2011,"GA","TORNADO",2,5,33.07,-84.02,10
"21792",2011,"MS","TORNADO",1,0.045,31.37,-89.31,0
"21793",2011,"MS","TORNADO",1,0.18,31.42,-89.14,0
"21794",2011,"VA","TORNADO",2,2.25,36.49,-81.43,0
"21795",2011,"VA","TORNADO",0,0.005,37.45,-79.44,0
"21796",2011,"AR","TORNADO",1,0.1,33.58,-93.33,0
"21797",2011,"MS","TORNADO",2,1.2,33.31,-89.13,6
"21798",2011,"MS","TORNADO",1,0.005,33.3,-89.15,0
"21799",2011,"TX","TORNADO",0,0,32.2,-99.37,0
"21800",2011,"AL","TORNADO",2,18,33.26,-86.45,20
"21801",2011,"GA","TORNADO",1,0.01,33,-84.19,0
"21802",2011,"AL","TORNADO",2,4,33.5,-86.47,3
"21803",2011,"KY","TORNADO",0,0,37.33,-86.11,0
"21804",2011,"IN","TORNADO",0,0,38.3,-86.3,0
"21805",2011,"IN","TORNADO",0,0,38.13,-86.07,0
"21806",2011,"IN","TORNADO",0,0,38.39,-85.56,0
"21807",2011,"IN","TORNADO",0,0,38.41,-85.53,0
"21808",2011,"IN","TORNADO",1,0,38.35,-86.15,0
"21809",2011,"IN","TORNADO",0,0,38.34,-86.14,0
"21810",2011,"GA","TORNADO",2,5,34.04,-85.21,4
"21811",2011,"AL","TORNADO",3,17,32.44,-87.48,46
"21812",2011,"TN","TORNADO",3,5,36.06,-82.42,71
"21813",2011,"TN","TORNADO",1,0.05,35.13,-84.42,0
"21814",2011,"TN","TORNADO",2,0.2,35.16,-84.39,5
"21815",2011,"TN","TORNADO",2,0.125,35.18,-84.57,1
"21816",2011,"KY","TORNADO",1,0,36.38,-85.31,0
"21817",2011,"KY","TORNADO",1,0,36.4,-85.28,0
"21818",2011,"TN","TORNADO",0,0.005,35.22,-84.2,0
"21819",2011,"GA","TORNADO",2,6,32.51,-84.43,0
"21820",2011,"GA","TORNADO",2,2,32.49,-84.51,0
"21821",2011,"AR","TORNADO",2,3,34.27,-93.19,9
"21822",2011,"VA","TORNADO",2,0.3,36.45,-76.5,0
"21823",2011,"VA","TORNADO",2,6,37.31,-76.21,0
"21824",2011,"TN","TORNADO",0,0.02,36.04,-83.2,0
"21825",2011,"TN","TORNADO",0,0.02,36.08,-83.28,0
"21826",2011,"GA","TORNADO",2,0.35,34.24,-84.39,0
"21827",2011,"AL","TORNADO",0,0,34.25,-86.16,0
"21828",2011,"TN","TORNADO",0,0.005,36.13,-83.03,0
"21829",2011,"TN","TORNADO",0,0.015,36,-82.52,0
"21830",2011,"TN","TORNADO",3,8,36.01,-82.48,39
"21831",2011,"AL","TORNADO",3,14,32.54,-87.25,11
"21832",2011,"TN","TORNADO",2,1,36.23,-81.59,2
"21833",2011,"AL","TORNADO",2,2.07,32.47,-88.14,0
"21834",2011,"MO","TORNADO",1,0,38.44,-90.56,0
"21835",2011,"VA","TORNADO",0,0.003,36.39,-82.12,0
"21836",2011,"TN","TORNADO",1,0.075,36.18,-82.25,0
"21837",2011,"AL","TORNADO",4,0,34.48,-86.47,9
"21838",2011,"MO","TORNADO",4,30,38.44,-90.29,5
"21839",2011,"AL","TORNADO",0,0.08,33.16,-87.05,0
"21840",2011,"AL","TORNADO",2,0.48,33.54,-86.55,0
"21841",2011,"TN","TORNADO",0,0.005,35.28,-84.31,0
"21842",2011,"TN","TORNADO",1,0.2,35.27,-84.27,0
"21843",2011,"TN","TORNADO",2,0.3,36.17,-82.42,0
"21844",2011,"TN","TORNADO",1,0.03,35.51,-83.01,0
"21845",2011,"TN","TORNADO",1,0.1,35.57,-83.17,0
"21846",2011,"AL","TORNADO",1,0.0015,34.05,-86.31,0
"21847",2011,"AL","TORNADO",1,0,34.34,-85.58,1
"21848",2011,"TN","TORNADO",1,0.075,35.07,-85.01,1
"21849",2011,"TN","TORNADO",2,0.5,35.04,-84.57,4
"21850",2011,"AL","TORNADO",1,0.23,33.55,-86.51,0
"21851",2011,"TN","TORNADO",1,0.15,35.06,-85.17,0
"21852",2011,"TN","TORNADO",0,0.025,35.06,-85.09,0
"21853",2011,"IA","TORNADO",3,10,42.35,-94.55,0
"21854",2011,"AL","TORNADO",1,0,34.45,-86.52,0
"21855",2011,"MS","TORNADO",2,0.8,32.51,-88.27,0
"21856",2011,"WI","TORNADO",0,3e-04,43.55,-88.54,0
"21857",2011,"AL","TORNADO",4,0,34.18,-86.39,0
"21858",2011,"TN","TORNADO",0,0.02,35.49,-83.07,0
"21859",2011,"TN","TORNADO",2,0.5,36.19,-82.38,0
"21860",2011,"MS","TORNADO",3,0.7,32.08,-89.41,0
"21861",2011,"AL","TORNADO",2,5,32.37,-88.03,0
"21862",2011,"TN","TORNADO",1,0.01,36.08,-82.38,0
"21863",2011,"TN","TORNADO",2,3,36.07,-82.37,1
"21864",2011,"AL","TORNADO",4,0,34.04,-87,1
"21865",2011,"IA","TORNADO",4,2.5,42.43,-94.51,0
"21866",2011,"TN","TORNADO",1,0.05,35.12,-84.42,0
"21867",2011,"AL","TORNADO",4,0,34.37,-85.58,6
"21868",2011,"VA","TORNADO",1,0.075,36.4,-81.58,0
"21869",2011,"VA","TORNADO",1,0.05,36.37,-81.39,0
"21870",2011,"TN","TORNADO",0,0.015,35.21,-84.55,0
"21871",2011,"GA","TORNADO",4,25,34.52,-85.1,38
"21872",2011,"AL","TORNADO",1,0.01,33.01,-85.17,0
"21873",2011,"MS","TORNADO",3,1.1,32.17,-89.1,0
"21874",2011,"TN","TORNADO",1,0.01,36.18,-82.23,0
"21875",2011,"TN","TORNADO",0,0.02,36.18,-82.19,0
"21876",2011,"TN","TORNADO",0,0.015,36.02,-82.33,0
"21877",2011,"VA","TORNADO",0,0.05,36.55,-82.37,0
"21878",2011,"TN","TORNADO",1,0.025,35.26,-84.24,0
"21879",2011,"TN","TORNADO",0,0.005,35.23,-84.21,0
"21880",2011,"TN","TORNADO",0,0.01,35.27,-84.35,0
"21881",2011,"TN","TORNADO",0,0.01,36.12,-83.25,0
"21882",2011,"OK","TORNADO",1,0.005,34.52,-97.01,0
"21883",2011,"VA","TORNADO",1,1.5,37.03,-77.41,5
"21884",2011,"AL","TORNADO",1,0.153,33.57,-86.49,0
"21885",2011,"TN","TORNADO",2,0.75,35.01,-85.22,0
"21886",2011,"TN","TORNADO",2,0.03,34.59,-85.38,0
"21887",2011,"MS","TORNADO",1,0.25,33.15,-88.35,0
"21888",2011,"VA","TORNADO",2,0,36.46,-79.05,8
"21889",2011,"MS","TORNADO",1,0.15,33,-90.19,0
"21890",2011,"MS","TORNADO",1,0.03,33.45,-90.13,0
"21891",2011,"IN","TORNADO",0,0.0205,39.04,-87.24,0
"21892",2011,"MS","TORNADO",1,0.12,32.07,-90.37,0
"21893",2011,"NY","TORNADO",1,0.075,42.26,-75.43,0
"21894",2011,"NY","TORNADO",2,0.625,42.33,-75.46,0
"21895",2011,"NC","TORNADO",3,2.25,36.05,-76.57,67
"21896",2011,"TX","TORNADO",0,0,30.29,-99.51,0
"21897",2011,"MS","TORNADO",5,2.5,34.03,-88.26,53
"21898",2011,"AL","TORNADO",1,0,34.15,-86.25,0
"21899",2011,"AL","TORNADO",1,0.03,34.38,-85.46,0
"21900",2011,"TX","TORNADO",1,0,32.34,-99.58,0
"21901",2011,"WI","TORNADO",1,0,44.1,-89.08,0
"21902",2011,"WI","TORNADO",1,0,44.14,-88.53,0
"21903",2011,"MS","TORNADO",3,1.2,33.05,-90.04,0
"21904",2011,"TN","TORNADO",2,1.8,35.01,-88.16,2
"21905",2011,"IN","TORNADO",0,0.03,38.58,-85.54,0
"21906",2011,"AL","TORNADO",1,9.4,33.56,-85.46,0
"21907",2011,"AL","TORNADO",2,0,34.13,-86.25,0
"21908",2011,"MS","TORNADO",1,0.002,32.01,-91.05,0
"21909",2011,"PA","TORNADO",0,0.02,39.58,-76.46,2
"21910",2011,"IL","TORNADO",2,0,38.42,-89.42,0
"21911",2011,"MS","TORNADO",1,0.1,33.13,-89.48,0
"21912",2011,"TN","TORNADO",2,0.5,36.17,-82.42,5
"21913",2011,"TN","TORNADO",2,0.03,34.59,-85.38,0
"21914",2011,"AL","TORNADO",0,0,34.47,-86.47,0
"21915",2011,"MS","TORNADO",2,0.305,33.13,-89.48,0
"21916",2011,"MS","TORNADO",0,0.015,32.46,-90.56,0
"21917",2011,"MS","TORNADO",2,0.3,33.32,-90.34,3
"21918",2011,"TN","TORNADO",0,0.03,36.12,-83.25,0
"21919",2011,"VA","TORNADO",1,0.1,36.52,-78.22,0
"21920",2011,"VA","TORNADO",3,7.7,37.17,-76.34,26
"21921",2011,"MS","TORNADO",1,0.55,32,-90.03,0
"21922",2011,"TN","TORNADO",2,0,35.24,-86.16,0
"21923",2011,"AL","TORNADO",1,0.0838,33,-87.44,0
"21924",2011,"AL","TORNADO",3,7.06,33,-87.43,0
"21925",2011,"MS","TORNADO",1,0.05,33.24,-90.12,0
"21926",2011,"TN","TORNADO",0,0.25,36.21,-82.34,0
"21927",2011,"MS","TORNADO",3,0.25,33.48,-88.51,2
"21928",2011,"MS","TORNADO",3,0.25,33.43,-89.16,0
"21929",2011,"AL","TORNADO",1,5.3,33.49,-86.48,0
"21930",2011,"AL","TORNADO",1,3.8,33.15,-88.1,4
"21931",2011,"MS","TORNADO",2,0.75,33.25,-89.25,2
"21932",2011,"AL","TORNADO",3,2,33.27,-87.5,0
"21933",2011,"AL","TORNADO",1,0,34.3,-86.11,0
"21934",2011,"GA","TORNADO",2,0.25,33.1,-84.34,0
"21935",2011,"GA","TORNADO",0,0.005,32.42,-84.51,0
"21936",2011,"AL","TORNADO",5,40,34.26,-87.31,14
"21937",2011,"TN","TORNADO",1,0.075,36.18,-82.25,0
"21938",2011,"AL","TORNADO",4,700,33.21,-87.12,720
"21939",2011,"AL","TORNADO",1,0,32.06,-88.03,0
"21940",2011,"GA","TORNADO",1,0.25,32.22,-84.51,0
"21941",2011,"AL","TORNADO",1,0,34.48,-86.46,0
"21942",2011,"TN","TORNADO",4,20,34.59,-85.03,108
"21943",2011,"TN","TORNADO",0,0.005,35.28,-84.31,0
"21944",2011,"TN","TORNADO",1,0.2,35.27,-84.27,0
"21945",2011,"TN","TORNADO",0,0.005,35.22,-84.2,0
"21946",2011,"TN","TORNADO",1,0.025,35.26,-84.24,0
"21947",2011,"TN","TORNADO",0,0.005,35.23,-84.21,0
"21948",2011,"AL","TORNADO",3,13.4,33.36,-87.19,20
"21949",2011,"AL","TORNADO",1,2.9,32.59,-88.2,0
"21950",2011,"AL","TORNADO",3,3,33.48,-87.48,0
"21951",2011,"TN","TORNADO",0,0.01,35.17,-84.33,0
"21952",2011,"AL","TORNADO",1,0,34.15,-86.18,0
"21953",2011,"TN","TORNADO",3,8,36.01,-82.48,39
"21954",2011,"TN","TORNADO",3,5,36.06,-82.42,71
"21955",2011,"AL","TORNADO",1,0.009,33.07,-87,0
"21956",2011,"MS","TORNADO",5,0.1,32.55,-88.52,0
"21957",2011,"AL","TORNADO",4,0,34.21,-86.34,53
"21958",2011,"TN","TORNADO",1,0.01,35.42,-84.52,0
"21959",2011,"TN","TORNADO",0,0.005,36.03,-83.29,0
"21960",2011,"AL","TORNADO",1,1.4,33.37,-87.39,4
"21961",2011,"AL","TORNADO",3,19,33.58,-85.42,25
"21962",2011,"AL","TORNADO",3,9.2,33.09,-87.22,0
"21963",2011,"AL","TORNADO",2,1,32.54,-88.21,2
"21964",2011,"TN","TORNADO",0,0.01,35.17,-84.33,0
"21965",2011,"TN","TORNADO",2,0.5,35.21,-84.24,1
"21966",2011,"AL","TORNADO",1,0,34.48,-86.37,0
"21967",2011,"AL","TORNADO",1,0,34.46,-86.47,0
"21968",2011,"AL","TORNADO",1,0.011,33.07,-86.58,0
"21969",2011,"AL","TORNADO",4,115,32.45,-85.52,11
"21970",2011,"TN","TORNADO",0,0.01,35.27,-84.35,0
"21971",2011,"TN","TORNADO",1,0.075,35.24,-85.22,0
"21972",2011,"AL","TORNADO",3,2,32.52,-85.35,0
"21973",2011,"AL","TORNADO",1,0.0458,32.52,-85.53,0
